name,profits,marketValue,revenue,industry
Sherwin-Williams,1065.6,27578,11463,Home Improvement Retail
Shiga Bank,144.5,1165,739,Regional Banks
Shimano,629.3,14229,3128,Recreational Products
Shimao Property Holdings,975,4871,9190,Real Estate
Shimizu,440.3,7207,13795,Construction Services
Shin Kong Financial,182,2007,8830,Life & Health Insurance
Shin-Etsu Chemical,1197.7,24378,10754,Diversified Chemicals
Shinhan Financial Group,2178.2,17637,14882,Investment Services
Shinsei Bank,525.6,4000,2264,Regional Banks
Shionogi,491.2,18496,2475,Pharmaceuticals
Shire,1302.8,36566,6417,Pharmaceuticals
Shiseido,241,9056,8404,Household/Personal Care
Shizuoka Bank,438.7,5409,1750,Regional Banks
Shoprite Holdings,341.3,6701,9291,Food Retail
Showa Shell Sekiyu,-226.9,3950,17987,Oil & Gas Operations
Siam Cement,1324.7,16507,12827,Specialized Chemicals
Siam Commercial Bank,1273,12693,6827,Regional Banks
Sichuan Chuantou Energy,616.2,5648,176,Electric Utilities
Siemens,6463.9,91812,85511,Conglomerates
Signature Bank,393.7,7526,1208,Regional Banks
Signet Jewelers,467.9,8772,6550,Specialty Stores
Sika,478,10294,5701,Construction Materials
Sime Darby,505.5,12870,11475,Conglomerates
Simon Property Group,1577.2,62546,5258,Real Estate
SingTel,2809.4,46722,12511,Telecommunications services
Singapore Airlines,450.3,10020,11197,Airline
Sino Land,624.5,4618,2927,Real Estate
Sino-Ocean Land Holdings,342,3584,5085,Real Estate
SinoPac Financial,341.9,3050,1483,Regional Banks
Sinohydro Group,1031.5,13261,26409,Construction Services
Sinopec,5124,89941,283613,Oil & Gas Operations
Sinopharm Group,87.1,12468,36139,Pharmaceuticals
Sinotex Investment & Development,709.6,9752,3130,
Sistema,-8.6,2733,11560,Telecommunications services
Skanska,566.6,9061,18141,Construction Services
Skyworks Solutions,958.4,13594,3380,Semiconductors
Smith & Nephew,410.6,14496,4634,Medical Equipment & Supplies
Smiths Group,439.7,6560,4341,Conglomerates
Smurfit Kappa Group,443.6,6243,8992,Paper & Paper Products
Snam,1372.8,20553,4276,Electric Utilities
Snap-on,478.7,9341,3593,Household/Personal Care
Sociedades Bolivar,425.2,1506,4246,Business & Personal Services
Société Générale,4436.8,32464,28432,Major Banks
Sodexo,788.3,15896,22548,Business & Personal Services
Softbank,4277.8,67137,74747,Telecommunications services
Sojitz,314.5,2615,14050,Trading Companies
Solvay,450.2,10730,12250,Diversified Chemicals
Sonova Holding,359.8,8774,2142,Medical Equipment & Supplies
Sony,1068.3,34140,67892,Consumer Electronics
Soochow Securities,406,5816,1550,Investment Services
Southern,2421,45264,17527,Electric Utilities
Southwest Airlines,2242,30176,20232,Airline
Southwest Securities,565.6,7094,1716,Other Transportation
Spectra Energy,196,21670,5194,Oil Services & Equipment
Spirit AeroSystems,788.4,6239,6644,Aerospace & Defense
St Galler Kantonalbank,138.5,2327,624,Regional Banks
St Jude Medical,713,17210,5644,Medical Equipment & Supplies
St. James's Place,308.9,6878,4756,Investment Services
Standard Bank Group,1888.2,14428,15375,Regional Banks
Standard Chartered,-2177.7,26303,20549,Major Banks
Standard Life,2174.1,9633,13764,Life & Health Insurance
Stanley Black & Decker,910.8,16739,11214,Household/Personal Care
Staples,379,6780,21060,Specialty Stores
Starbucks,2541.9,85257,20156,Restaurants
Starwood Hotels,489,13394,5765,Hotels & Motels
Starwood Property Trust,447.3,4511,757,
State Bank of India,2439.9,23323,41771,Regional Banks
State Street,1990,24758,10186,Investment Services
Statoil,-4645.6,53617,57952,Oil & Gas Operations
Steel Authority of India,353,2855,7421,Iron & Steel
Steinhoff International,1407.8,22799,13289,Furniture & Fixtures
Stockland Australia,853.2,7823,1631,Real Estate
Stora Enso,894.9,6710,11134,Paper & Paper Products
Storebrand,145.9,1705,5188,Diversified Insurance
Stryker,1617,40827,10062,Medical Equipment & Supplies
Sumitomo Chemical,739.6,7756,18432,Diversified Chemicals
Sumitomo Corp,-13.1,13746,31145,Trading Companies
Sumitomo Electric,729.7,9830,24486,Auto & Truck Parts
Sumitomo Metal Mining,47.2,6480,7444,Diversified Metals & Mining
Sumitomo Mitsui Financial,5762.5,48165,39618,Regional Banks
Sumitomo Mitsui Trust,1341.2,13044,9204,Regional Banks
Sumitomo Realty,779.6,15222,6989,Real Estate
Sumitomo Rubber,461.2,4090,7010,Auto & Truck Parts
Sun Art Retail Group,389.6,6974,15353,Food Retail
Sun Hung Kai Properties,3883.9,36781,9082,Real Estate
Sun Life Financial,1786,20863,15092,Life & Health Insurance
Sun Pharma Industries,606.2,29666,4132,Pharmaceuticals
SunTrust Banks,1928,21190,8208,Regional Banks
Sunac China Holdings,522.6,2301,3642,
Suncor Energy,-1559.3,45162,22830,Oil & Gas Operations
Suncorp Group,774.4,12471,10245,Diversified Insurance
Suning Appliance,138.8,12563,21473,Specialty Stores
Suntory Beverage & Food,350.7,13541,11407,
Supervalu,165,1436,17947,Food Retail
Surgutneftegas,20164.6,19665,19020,Oil & Gas Operations
Suruga Bank,306.1,4572,1117,Regional Banks
Suzuken,198.6,3642,17752,Pharmaceuticals
Suzuki Motor,984.8,14196,26664,Auto & Truck Manufacturers
Svenska Handelsbanken,1945.9,25219,6708,Regional Banks
Swatch Group,1131,18558,8777,Apparel/Accessories
Swedbank,1864.2,23715,6585,Regional Banks
Swire Pacific,1732.2,15757,7854,Conglomerates
Swiss Life Holding,905.6,8358,20555,Life & Health Insurance
Swiss Re,4594.6,35449,35658,Diversified Insurance
Swisscom,1413.5,26059,12128,Telecommunications services
Symantec,619,11747,5424,Software & Programming
Synchrony Financial,2244,25432,11233,Consumer Financial Services
Syndicate Bank,272.6,750,3880,Regional Banks
Syngenta,1321,38291,13377,Specialized Chemicals
Synovus Financial,224.6,3946,1228,Regional Banks
Sysco,766.8,25842,48865,Food Retail
Sysmex,273.4,13632,2075,Medical Equipment & Supplies
T Rowe Price,1201.7,19210,4241,Investment Services
T&D Holdings,665.7,6746,16268,Life & Health Insurance
TAQA,-490.1,1074,5267,Electric Utilities
TCL Corp,326,6772,16427,Consumer Electronics
TD Ameritrade Holding,830,16993,3292,Investment Services
TD Bank Group,6228,81818,29815,Major Banks
TDK,589.1,8090,9658,Electronics
TE Connectivity,2044,21893,11887,Electronics
TELUS,1080.2,18476,9716,Telecommunications services
TJX Cos,2277.7,50708,30945,Apparel/Footwear Retail
TMB Bank,279.6,2901,1398,Regional Banks
TPV Technology,-28.2,384,10997,Computer Storage Devices
TUI,294.5,8286,22404,Business & Personal Services
Taisei,525.2,8092,13346,Construction Services
Taishin Financial Holdings,416.4,3264,1565,Investment Services
Taiwan Business Bank,161,1501,971,Regional Banks
Taiwan Cooperative Financial,411.9,4901,2049,Regional Banks
Taiwan High Speed Rail,657.3,2726,1634,Railroads
Taiwan Mobile,494,11197,3658,Telecommunications services
Taiwan Semiconductor,9093.9,125605,25661,Semiconductors
Takeda Pharmaceutical,-924.1,39036,15125,Pharmaceuticals
Talanx,814,8566,33940,Diversified Insurance
Targa Resources Corp.,58,6370,6618,Oil & Gas Operations
Target,3363,49397,73785,Discount Stores
Tata Consultancy Services,3706.3,71585,16595,Computer Services
Tata Motors,2288.2,20366,40516,Auto & Truck Manufacturers
Tata Steel,-858.5,5164,18718,Iron & Steel
Tatneft,1613.9,11227,9017,Oil & Gas Operations
Taylor Wimpey,748.8,8257,4797,Construction Services
Tech Data,265.7,2507,26380,Electronics
Tech Mahindra,419.6,6982,4009,
Technip,50,7052,11464,Oil Services & Equipment
Techtronic Industries,354.4,6951,5038,Household/Personal Care
Teck Resources,-1933.8,6000,6455,Diversified Metals & Mining
Telecom Italia,-79.8,18440,21866,Telecommunications services
Telefónica,3044,55197,52362,Telecommunications services
Telekom Indonesia,1198.2,27413,7839,Telecommunications services
Telenor,469.9,24633,15573,Telecommunications services
Teliasonera,1016.3,21040,11481,Telecommunications services
Telstra,3180.9,50828,20248,Telecommunications services
Tenaga Nasional,1495,20991,11178,Electric Utilities
Tenaris,-83.2,16229,7090,Oil Services & Equipment
Tencent Holdings,4584.4,197439,16349,Computer Services
Tenet Healthcare,-140,3232,18638,Healthcare Services
Terna,660.4,10890,2060,Electric Utilities
Terumo,400.8,15119,4314,Medical Equipment & Supplies
Tesco,462.9,21894,82336,Food Retail
Tesla Motors,-888.7,33509,4046,
Tesoro,1540,10335,28644,Oil & Gas Operations
Teva Pharmaceutical,1591,58467,19628,Pharmaceuticals
Texas Instruments,2944,58989,13000,Semiconductors
Textron,719,10787,13551,Conglomerates
Thai Beverage,772.5,13570,5026,Beverages
Thai Oil,355.4,3872,8566,Oil & Gas Operations
Thales,848.4,17797,15595,Aerospace & Defense
Thanachart Capital,155.9,1320,1909,Regional Banks
The Priceline Group,2551.4,66412,9224,Business & Personal Services
Thermo Fisher Scientific,1975.4,57782,16965,Precision Healthcare Equipment
Thomas Cook Group,35.5,2028,11801,Business & Personal Services
Thomson Reuters,1259.9,30935,12205,Printing & Publishing
ThyssenKrupp Group,261.7,13795,46887,Conglomerates
Tiffany & Co.,464,9201,4105,Specialty Stores
Time Warner,3824,60565,28118,Broadcasting & Cable
Time Warner Cable,1825,57065,23697,Broadcasting & Cable
Tingyi Holding,256.4,6494,9103,Food Processing
Toho Bank,150.2,859,554,Regional Banks
Tohoku Electric Power,701.2,6193,17676,Electric Utilities
Tokio Marine Holdings,1770.2,26492,35673,Property & Casualty Insurance
Tokyo Electric Power,5036.7,8754,52592,Electric Utilities
Tokyo Electron,773.6,11668,5630,Semiconductors
Tokyo Gas,1131.1,11043,16952,Natural Gas Utilities
Tokyo TY Financial Group,72,807,647,Regional Banks
Tokyu,491.2,11047,9032,Railroads
Tokyu Fudosan,281.2,4451,7011,Real Estate
TonenGeneral Sekiyu,0.4,3428,21706,Oil & Gas Operations
Tongling Nonferrous Metals,29,4123,14712,Diversified Metals & Mining
Top Frontier Investment Holdings,3.8,1149,14887,
Toppan Printing,202.6,6189,12398,Printing & Publishing
Toray Industries,699.3,14200,17379,Diversified Chemicals
Torchmark,527.1,6927,3766,Life & Health Insurance
Toshiba,-4866.6,9409,52545,Electronics
Total,5034.1,121917,143359,Oil & Gas Operations
Total System Services,361.6,9342,2784,Business & Personal Services
Towngas,941.9,21761,3817,Natural Gas Utilities
Toyota Boshoku,189.1,3322,11617,Auto & Truck Parts
Toyota Industries,1540.4,14826,18816,Auto & Truck Parts
Toyota Motor,19267,176960,235832,Auto & Truck Manufacturers
Toyota Tsusho,316.3,8596,68891,Trading Companies
Tractor Supply,420,12592,6363,Specialty Stores
TransCanada,-895.8,32027,8832,Oil Services & Equipment
TransDigm Group,463.6,12126,2822,Aerospace & Defense
Transneft,2339,20375,13306,Oil Services & Equipment
Transocean,781,3939,7386,Oil Services & Equipment
Transurban Group,63,17928,1465,Other Transportation
Travelers,3414,32409,26852,Property & Casualty Insurance
Travis Perkins,256.1,6581,9078,Home Improvement Retail
Trinity Industries,772.4,3005,6393,Heavy Equipment
Turk Telekom,452.9,8160,5234,Telecommunications services
Turkcell,753.1,9282,4692,Telecommunications services
Turkish Airlines,1097.4,3422,10542,Airline
Twenty-First Century Fox,2409,59323,26514,
Two Harbors Investment,492.2,2701,828,Real Estate
Tyco International,494,16641,9800,Security Systems
Tyson Foods,1372,22901,39708,Food Processing
UBI Banca,129.6,3846,4673,Regional Banks
UBS,6441.1,63689,39930,Regional Banks
UC Rusal,558.3,5504,8680,Aluminum
UCB,333.8,15337,4298,Pharmaceuticals
UCO Bank,-136.3,660,3222,Regional Banks
UGI,361.5,6854,6295,Natural Gas Utilities
UPM-Kymmene,1015.8,9121,11242,Paper & Paper Products
US Bancorp,5816,74996,21120,Major Banks
US Steel,-1508,2864,11574,Iron & Steel
USG,991,4185,3802,Construction Materials
Ulta Salon Cosmetcs & Fragrance,320,12864,3924,Specialty Stores
Ultrapar Participacoes,450.1,11453,22649,Oil & Gas Operations
Umicore,187.7,5801,10754,Diversified Metals & Mining
Uni-President,444.3,10288,13105,Food Processing
UniCredit Group,1804.8,23613,25738,Regional Banks
Unibail-Rodamco,2588.2,26394,2314,Real Estate
Unicharm,334.6,13340,6102,Household/Personal Care
Unilever,5444,137213,59074,Household/Personal Care
Union Bank of India,287.9,1376,5908,Regional Banks
Union National Bank,486.8,2802,1290,Regional Banks
Union Pacific,4600,75382,21028,Railroads
Unipol Gruppo,301.4,3081,20192,Diversified Insurance
Uniqa,367.1,2200,7282,Diversified Insurance
United Continental Holdings,7145,17090,37451,Airline
United Internet,406.2,9928,4120,Telecommunications services
United Overseas Bank,2333.4,23355,7733,Regional Banks
United Parcel Service,4844,93295,58050,Air Courier
United Rentals,585,5842,5817,Rental & Leasing
United Technologies,4044,88442,59126,Conglomerates
United Therapeutics,651.6,5425,1466,Biotechs
United Utilities,432.9,9002,2653,Diversified Utilities
UnitedHealth Group,6011,127514,165885,Managed Health Care
Universal Health,680.2,12569,9043,Healthcare Services
Unum,867.1,8064,10785,Life & Health Insurance
VF,1231.6,27129,12428,Apparel/Accessories
VINCI,2268.9,43025,43426,Construction Services
VMware,962,24724,6726,Software & Programming
VTB Bank,21.2,13974,22408,Regional Banks
VakifBank,719.3,4490,6235,Regional Banks
Vale,-13235.9,26036,25596,Iron & Steel
Valeant Pharmaceuticals,-291.7,12276,10446,Pharmaceuticals
Valeo,808.4,11730,16128,Auto & Truck Parts
Valero Energy,3990,28807,87804,Oil & Gas Operations
Valspar,348,8462,4264,Specialized Chemicals
Varian Medical Systems,407.2,8134,3116,Medical Equipment & Supplies
Vedanta Resources,-2106.8,1658,12120,Diversified Metals & Mining
Ventas,399,20337,3445,Real Estate
Veolia Environnement,499.2,13315,27684,Diversified Utilities
Vereit,-316.4,8007,1551,Real Estate
VeriSign,375.2,9651,1059,Software & Programming
Verisk Analytics,507.6,13139,2068,Business & Personal Services
Verizon Communications,17970,206244,131807,Telecommunications services
Vertex Pharmaceuticals,-558.1,21387,1032,Biotechs
Vestas Wind Systems,759.8,14742,9341,Electrical Equipment
Viacom,1871,17332,13078,Broadcasting & Cable
Vicinity Centres,658.2,9940,964,Real Estate
Vienna Insurance Group,108,2914,10396,Diversified Insurance
Vietin Bank,259.9,2806,2264,Regional Banks
VimpelCom,-626.7,6664,9781,Telecommunications services
Vipshop Holdings,248.9,7785,6282,
Virgin Money Holdings,169.9,2281,1387,Regional Banks
Visa,6846,189782,14280,Consumer Financial Services
Visteon,2284,2796,4458,Auto & Truck Parts
Vivendi,890.5,28201,11934,Telecommunications services
Vodafone,-2098.7,87289,64461,Telecommunications services
Voestalpine,690,6274,12547,Iron & Steel
Volkswagen Group,7060,73073,246232,Auto & Truck Manufacturers
Volvo Group,1784.9,25882,37044,Heavy Equipment
Vornado Realty,760.3,18012,2426,Real Estate
Voya Financial,404.2,6691,11664,Investment Services
Vulcan Materials,221.2,14550,3422,Construction Materials
W&W-Wüstenrot,299.8,1865,7671,Investment Services
WEC Energy Group,639.1,17882,5926,Electric Utilities
WH Group,786,11709,21209,Food Processing
WPG Holdings,170.7,1771,16235,Electronics
WPP,1772.6,30054,18693,Advertising
WR Berkley,503.7,6875,7240,Property & Casualty Insurance
WW Grainger,737.6,14051,10040,Electrical Equipment
Wal-Mart Stores,14694,215696,482130,Discount Stores
Walgreens Boots Alliance,3368,86571,116534,Drug Retail
Walt Disney,9080,169308,53902,Broadcasting & Cable
Wanda Cinema Line,188.7,14523,1218,
Want Want China,542.1,10658,3428,Food Processing
Waste Management,753,25073,12961,Environmental & Waste
Waters,469,11187,2042,Precision Healthcare Equipment
Weatherford International,-1985,7291,9433,Oil Services & Equipment
Weichai Power,221.8,5227,11702,Heavy Equipment
WellCare Health Plans,118.6,4212,13890,Managed Health Care
Wells Fargo,22686,255998,91431,Major Banks
Welltower,603.4,24327,3861,Real Estate
Wendel,-162.1,5366,8724,Investment Services
Wesfarmers,1843.7,36385,47678,Food Retail
West Japan Railway,700.8,12091,11806,Railroads
WestRock,-71.5,10342,12548,Containers & Packaging
Western Digital,1138,10163,13418,Computer Storage Devices
Western Refining,406.8,2566,9787,Oil & Gas Operations
Western Securities,316.7,10523,1070,Investment Services
Western Union,837.8,9947,5429,Business & Personal Services
Westfield,2376.5,15959,1239,
Westinghouse Air Brake Technologies,397.3,7286,3308,
Westlake Chemical,643.2,6745,4458,Diversified Chemicals
Westpac Banking Group,6268.4,80587,30193,Major Banks
Weyerhaeuser,506,24650,7136,Real Estate
Wheelock,1835.8,9457,7408,Real Estate
Whirlpool,783,14484,20891,Household Appliances
Whitbread,585.7,10232,4276,Restaurants
Whole Foods Market,525,9661,15546,Food Retail
Williams,-557,14656,7363,Oil Services & Equipment
Willis Towers Watson,373,17104,3825,Diversified Insurance
Wilmar International,1059.3,16835,38782,Food Processing
Wintime Energy,86.4,7793,1501,Diversified Metals & Mining
Wipro,1358.2,20669,7827,Computer Services
Wistron,42,1444,19628,Computer Hardware
Wm Morrison Supermarkets,337.8,6438,24529,Food Retail
Wolseley,909.8,14131,20821,Construction Materials
Wolters Kluwer,469.1,11606,4666,Printing & Publishing
Woodside Petroleum,-26.5,18127,5023,Oil & Gas Operations
Woolworths,-80.4,21459,45334,Food Retail
Woori Bank,923.5,6240,13286,Regional Banks
Workday,-289.9,15005,1162,
World Fuel Services,186.9,3542,30290,Specialty Stores
Wuhan Iron & Steel,-82.7,5332,13970,Iron & Steel
Wuliangye Yibin,982.7,15668,3162,Beverages
Wyndham Worldwide,611,8537,5535,Hotels & Motels
Wynn Resorts,172.9,9768,4076,Casinos & Gaming
Wärtsilä,460.2,8644,5528,Heavy Equipment
X5 Retail Group,232.7,5539,13129,Food Retail
XL Group,1207.2,10481,9371,Diversified Insurance
XPO Logistics,-243.6,3697,7623,
Xcel Energy,984.5,19836,11020,Electric Utilities
Xerox,488,11315,18045,Business Products & Supplies
Xiamen C&D,418.5,7646,19849,Trading Companies
Xilinx,540.5,11722,2210,Semiconductors
Xinjiang Goldwind Science & Technology,453.3,6182,4739,Electrical Equipment
YPF,494.5,7894,16862,Oil & Gas Operations
Yahoo,-4479.5,35487,4832,Computer Services
Yamada Denki,177.9,4917,13388,Computer & Electronics Retail
Yamaguchi Financial,252.6,2548,1267,Regional Banks
Yamaha Motor,495.8,6347,13343,Recreational Products
Yamato Holdings,301.8,8566,11663,Trucking
Yanzhou Coal Mining,81.3,5906,10788,Diversified Metals & Mining
Yara International,1225.2,10999,12697,Specialized Chemicals
Yes Bank,326.7,5535,2228,Regional Banks
Youngor Group,715.6,5705,2607,Apparel/Accessories
Yuanta Financial Holding,340.6,3992,2709,Investment Services
Yum Brands,1322,33059,13102,Restaurants
Yunnan Baiyao Group,440.9,9591,3283,Pharmaceuticals
ZTE,576.8,8489,15715,Communications Equipment
Zain,512.6,4526,3779,Telecommunications services
Zenith Bank,524.6,1916,2120,Regional Banks
Zhejiang Material Industrial Zhongda Yuantong Group,134.9,4292,11500,Trading Companies
Zhejiang Zheneng Electric Power,1110,11353,6257,Electric Utilities
Zhengzhou Yutong Bus,562.5,6785,4942,
Zhuzhou CSR Times Electric,469.8,6979,2229,Electrical Equipment
Zijin Mining Group,265.8,9706,11715,Diversified Metals & Mining
Zimmer Holdings,71,22818,5998,Medical Equipment & Supplies
Zions Bancorp,309.5,5580,2213,Regional Banks
Zoetis,339,24155,4765,Pharmaceuticals
Zurich Insurance Group,1798.9,33092,60847,Diversified Insurance
eBay,1725,27880,13136,Internet & Catalog Retail
iHeartMedia,-754.6,98,6242,Broadcasting & Cable
